
-1.375	1.65625	1.78125
-1.375	1.65625	1.78125
-1.375	1.65625	1.78125
-1.375	1.65625	-0.421875
-1.375	1.65625	-0.421875
-1.375	1.65625	-0.421875
-1.375	1.65625	-1.46875
-1.375	1.65625	-1.46875
-1.375	1.65625	-1.46875
-1.375	1.65625	-0.921875
-1.375	1.65625	-0.921875
-1.375	1.65625	-0.921875
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	1.40625
-1.375	1.65625	1.40625
-1.375	1.65625	1.40625
-1.359375	1.65625	1.78125
-1.359375	1.65625	1.78125
-1.359375	1.65625	1.78125
-1.359375	1.65625	1.28125
-1.359375	1.65625	1.28125
-1.359375	1.65625	1.28125
-1.375	1.65625	1.28125
-1.375	1.65625	1.28125
-1.375	1.65625	1.28125
-1.375	1.65625	-1.28125
-1.375	1.65625	-1.28125
-1.375	1.65625	-1.28125
-1.359375	1.65625	-0.28125
-1.359375	1.65625	-0.28125
-1.359375	1.65625	-0.28125
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	0.15625
-1.375	1.65625	1.40625
-1.375	1.65625	1.40625
-1.375	1.65625	1.40625
-1.359375	1.65625	-0.40625
-1.359375	1.65625	-0.40625
-1.359375	1.65625	-0.40625
-1.375	1.65625	1.28125
-1.375	1.65625	1.28125
-1.375	1.65625	1.28125
-1.375	1.65625	1.765625
-1.375	1.65625	1.765625
-1.375	1.65625	1.765625
-1.359375	1.65625	-1.46875
-1.359375	1.65625	-1.46875
-1.359375	1.65625	-1.46875
-1.375	1.65625	0.828125
-1.375	1.65625	0.828125
-1.375	1.65625	0.828125
-1.375	1.65625	1.09375
-1.375	1.65625	1.09375
-1.375	1.65625	1.09375
-1.359375	1.65625	0.40625
-1.359375	1.65625	0.40625
-1.359375	1.65625	0.40625
0.125	1.671875	0.90625
0.125	1.671875	-0.609375
0.125	1.671875	1.59375
0.125	1.671875	0.03125
0.125	1.671875	0.59375
0.125	1.671875	-1.78125
0.125	1.671875	-0.65625
0.125	1.671875	1.21875
0.140625	1.671875	-1.09375
0.125	1.671875	-0.59375
0.125	1.671875	-0.046875
0.140625	1.671875	1.21875
0.125	1.671875	0.03125
0.125	1.671875	-0.21875
0.140625	1.671875	1.28125
0.6875	1.671875	-1.53125
